Zone,Date,ConfirmedCasesWeekLater,Origin,NumPassengers,OriginConfirmed,OriginPopulation,ImportedRisk
Austria,2020-03-06,504,Switzerland,1762.77,214,8654618,0.04381296168463158
Austria,2020-03-06,504,Ukraine,1243.52,1,43733759,0.000028696100857124394
Austria,2020-03-06,504,United Kingdom,2659.2299999999996,373,67886004,0.014744495953213968
Austria,2020-03-07,655,Albania,224.45,0,2877800,0.0
Austria,2020-03-07,655,Belarus,67.0,6,9449321,0.000042984845197600324
Austria,2020-03-07,655,Belgium,250.57999999999998,169,11589616,0.0036810444896438546
Austria,2020-03-07,655,Bosnia and Herzegovina,201.0,3,3280815,0.00018461195407060778
Austria,2020-03-07,655,Bulgaria,420.76,0,6948445,0.0
Austria,2020-03-07,655,Croatia,159.45999999999998,12,4105268,0.0004674457647996377
Austria,2020-03-07,655,Czechia,166.16,19,10708982,0.00029567508243898377
Austria,2020-03-07,655,Denmark,1928.93,23,5792203,0.007711419807878471
Austria,2020-03-07,655,Estonia,214.4,10,1326539,0.0016354453176949497
Austria,2020-03-07,655,Finland,786.5799999999999,15,5540718,0.0021567989446570138
Austria,2020-03-07,655,France,1145.03,949,65273512,0.016794253421874256
Austria,2020-03-07,655,Germany,6237.029999999998,799,83783945,0.05977964770608992
Austria,2020-03-07,655,Greece,525.95,46,10423056,0.002343971209354704
Austria,2020-03-07,655,Hungary,325.62,4,9660350,0.0001350874636737416
Austria,2020-03-07,655,Iceland,123.95,50,341250,0.018540495383619352
Austria,2020-03-07,655,Ireland,911.8700000000001,18,4937796,0.0033641979735078596
Austria,2020-03-07,655,Italy,1008.3500000000001,5883,60461828,0.09873136235235917
Austria,2020-03-07,655,Latvia,214.4,1,1886202,0.000114848809391648
Austria,2020-03-07,655,Luxembourg,99.16,2,625976,0.000319637196829579
Austria,2020-03-07,655,Malta,100.5,3,441539,0.0006899348992219112
Austria,2020-03-07,655,Moldova,167.5,0,4033963,0.0
Austria,2020-03-07,655,Montenegro,71.69,0,628062,0.0
Austria,2020-03-07,655,Netherlands,2525.8999999999996,188,17134873,0.027891837083389548
Austria,2020-03-07,655,North Macedonia,67.0,3,2083380,0.00009704948376447237
Austria,2020-03-07,655,Norway,560.12,147,5421242,0.015349163732461688
Austria,2020-03-07,655,Poland,402.67,5,37846605,0.00005348183038722787
Austria,2020-03-07,655,Portugal,243.21,20,10196707,0.0004862982669527854
Austria,2020-03-07,655,Romania,426.78999999999996,9,19237682,0.0002009925556172816
Austria,2020-03-07,655,Serbia,238.51999999999998,1,8737370,0.000027437814295559416
Austria,2020-03-07,655,Slovakia,73.03,1,5459643,0.000013432459129576041
Austria,2020-03-07,655,Slovenia,10.719999999999999,7,2078932,0.00003614880580458084
Austria,2020-03-07,655,Spain,2589.55,500,46754783,0.028218681902192188
Austria,2020-03-07,655,Sweden,1871.9799999999998,179,10099270,0.03349939174092039
Austria,2020-03-07,655,Switzerland,1052.5700000000002,268,8654618,0.032772541076184145
Austria,2020-03-07,655,Ukraine,1437.15,1,43733759,0.000033182779486156647
Austria,2020-03-07,655,United Kingdom,7868.480000000002,428,67886004,0.050041374924570156
Austria,2020-03-08,860,Albania,166.16,0,2877800,0.0
Austria,2020-03-08,860,Belarus,15.41,6,9449321,0.000009880170579042936
Austria,2020-03-08,860,Belgium,534.66,200,11589616,0.009296640963498278
Austria,2020-03-08,860,Bosnia and Herzegovina,83.08,3,3280815,0.00007630627434918456
Austria,2020-03-08,860,Bulgaria,408.03,4,6948445,0.00023651005811015503
Austria,2020-03-08,860,Croatia,172.86,12,4105268,0.000506777201308278
Austria,2020-03-08,860,Czechia,225.78999999999996,31,10708982,0.0006555772782394112
Austria,2020-03-08,860,Denmark,656.6,35,5792203,0.003997886295881179
Austria,2020-03-08,860,Estonia,107.2,10,1326539,0.0008153108368608217
Austria,2020-03-08,860,Finland,164.82,23,5540718,0.0006916908148910589
Austria,2020-03-08,860,France,1744.6799999999998,1126,65273512,0.03033473698733438
Austria,2020-03-08,860,Germany,7545.539999999998,1040,83783945,0.09412795278898413
Austria,2020-03-08,860,Greece,632.48,73,10423056,0.004470365250291741
Austria,2020-03-08,860,Hungary,119.26,7,9660350,0.00008667279796860971
Austria,2020-03-08,860,Iceland,6.7,50,341250,0.0010066380334690518
Austria,2020-03-08,860,Ireland,100.5,19,4937796,0.00039188553691294067
Austria,2020-03-08,860,Italy,1159.77,7375,60461828,0.14236587045969504
Austria,2020-03-08,860,Kosovo,0,0,1810366,0
Austria,2020-03-08,860,Latvia,216.41,2,1886202,0.00023153642367330842
Austria,2020-03-08,860,Lithuania,83.08,1,2722291,0.00003074461261345362
Austria,2020-03-08,860,Luxembourg,148.74,3,625976,0.0007191836746066342
Austria,2020-03-08,860,Malta,110.55,3,441539,0.0007589283891441024
Austria,2020-03-08,860,Moldova,67.0,1,4033963,0.000016732081743932747
Austria,2020-03-08,860,Netherlands,3072.6200000000003,265,17134873,0.0478395403503582
Austria,2020-03-08,860,North Macedonia,257.95,3,2083380,0.0003739058758705542
Austria,2020-03-08,860,Norway,416.74,176,5421242,0.013670298819239047
Austria,2020-03-08,860,Poland,539.35,11,37846605,0.00015745656719256548
Austria,2020-03-08,860,Portugal,773.8499999999999,30,10196707,0.002318718430011163
Austria,2020-03-08,860,Romania,587.59,15,19237682,0.0004610829668331591
Austria,2020-03-08,860,Serbia,221.1,1,8737370,0.000025435225991888373
Austria,2020-03-08,860,Slovakia,168.84,3,5459643,0.00009299313041703197
Austria,2020-03-08,860,Slovenia,16.75,16,2078932,0.00012912581897261475
Austria,2020-03-08,860,Spain,1778.85,673,46754783,0.02596866970051012
Austria,2020-03-08,860,Sweden,569.5,225,10099270,0.012808850331369043
Austria,2020-03-08,860,Switzerland,1243.5199999999998,337,8654618,0.04869457405646845
Austria,2020-03-08,860,Ukraine,908.52,1,43733759,0.000020958789165976618
Austria,2020-03-08,860,United Kingdom,3932.23,482,67886004,0.028177869458604125
Austria,2020-03-09,1018,Albania,166.16,2,2877800,0.00011624716330893684
Austria,2020-03-09,1018,Belarus,134.0,6,9449321,0.00008584281421053529
Austria,2020-03-09,1018,Belgium,617.74,239,11589616,0.012450583467326616
Austria,2020-03-09,1018,Bosnia and Herzegovina,201.0,3,3280815,0.00018474838293514671
Austria,2020-03-09,1018,Bulgaria,467.65999999999997,4,6948445,0.000271011926502628
Austria,2020-03-09,1018,Croatia,233.15999999999997,12,4105268,0.0006835599459507005
Austria,2020-03-09,1018,Czechia,178.21999999999997,31,10708982,0.0005174199164414238
Austria,2020-03-09,1018,Denmark,448.9,90,5792203,0.0070267635401911905
Austria,2020-03-09,1018,Finland,166.16,30,5540718,0.0009103596119066728
Austria,2020-03-09,1018,France,1405.6599999999999,1209,65273512,0.026239009586904435
Austria,2020-03-09,1018,Germany,8529.769999999999,1176,83783945,0.12033262174215512
Austria,2020-03-09,1018,Greece,413.39,73,10423056,0.0029254046233944653
Austria,2020-03-09,1018,Hungary,247.23000000000002,9,9660350,0.00023073896489899092
Austria,2020-03-09,1018,Iceland,12.73,58,341250,0.0022088224824177737
Austria,2020-03-09,1018,Ireland,320.26,21,4937796,0.001378983638278319
Austria,2020-03-09,1018,Italy,1165.13,9172,60461828,0.17788107225386973
Austria,2020-03-09,1018,Kosovo,0,0,1810366,0
Austria,2020-03-09,1018,Latvia,333.66,6,1886202,0.001070818035062634
Austria,2020-03-09,1018,Lithuania,186.26,1,2722291,0.0000689274379559686
Austria,2020-03-09,1018,Luxembourg,203.68,3,625976,0.0009847516553880054
Austria,2020-03-09,1018,Malta,231.15,3,441539,0.001586850268210396
Austria,2020-03-09,1018,Moldova,67.0,1,4033963,0.000016732081743932747
Austria,2020-03-09,1018,Netherlands,2475.6499999999996,321,17134873,0.0466936717022777
Austria,2020-03-09,1018,North Macedonia,134.0,3,2083380,0.000194385846855794
Austria,2020-03-09,1018,Norway,493.78999999999996,205,5421242,0.018878984346303734
Austria,2020-03-09,1018,Poland,495.13,16,37846605,0.00021021919130233776
Austria,2020-03-09,1018,Portugal,582.23,30,10196707,0.0017435211073615936
Austria,2020-03-09,1018,Romania,658.6099999999999,15,19237682,0.0005170652990199881
Austria,2020-03-09,1018,Serbia,355.77,1,8737370,0.000040948080068260136
Austria,2020-03-09,1018,Slovakia,103.17999999999999,3,5459643,0.00005695105726011977
Austria,2020-03-09,1018,Spain,1717.21,1073,46754783,0.039969977503296845
Austria,2020-03-09,1018,Sweden,167.5,326,10099270,0.005463011185256451
Austria,2020-03-09,1018,Switzerland,1256.92,374,8654618,0.05461192140438729
Austria,2020-03-09,1018,Ukraine,1325.26,1,43733759,0.000030584657920153054
Austria,2020-03-09,1018,United Kingdom,2481.0099999999998,629,67886004,0.023195621333482436
Austria,2020-03-10,1332,Albania,207.03,10,2877800,0.0007247358432894667
Austria,2020-03-10,1332,Belgium,556.77,267,11589616,0.012914928704301047
Austria,2020-03-10,1332,Bosnia and Herzegovina,67.0,5,3280815,0.00010256219621100367
Austria,2020-03-10,1332,Bulgaria,351.08,4,6948445,0.00020330315745745024
Austria,2020-03-10,1332,Croatia,154.76999999999998,14,4105268,0.0005296777577415157
Austria,2020-03-10,1332,Czechia,108.53999999999999,41,10708982,0.0004167965928541991
Austria,2020-03-10,1332,Denmark,402.0,262,5792203,0.018305004244381994
Austria,2020-03-10,1332,Estonia,207.7,12,1326539,0.0018998474730134878
Austria,2020-03-10,1332,Finland,224.45,40,5540718,0.001638289826099293
Austria,2020-03-10,1332,France,1369.4800000000002,1784,65273512,0.037727125577256666
Austria,2020-03-10,1332,Germany,7395.459999999997,1457,83783945,0.1292130103039715
Austria,2020-03-10,1332,Greece,709.53,89,10423056,0.006117634360525641
Austria,2020-03-10,1332,Hungary,130.65,9,9660350,0.00012189909416330391
Austria,2020-03-10,1332,Iceland,123.95,69,341250,0.025585833004776647
Austria,2020-03-10,1332,Ireland,201.0,34,4937796,0.0013994343189397528
Austria,2020-03-10,1332,Italy,337.01,10149,60461828,0.05688042049253155
Austria,2020-03-10,1332,Kosovo,0,0,1810366,0
Austria,2020-03-10,1332,Latvia,113.23,8,1886202,0.0004845200706578891
Austria,2020-03-10,1332,Luxembourg,198.32,5,625976,0.0015958272490017695
Austria,2020-03-10,1332,Malta,100.5,5,441539,0.0011498914019974632
Austria,2020-03-10,1332,Moldova,100.5,3,4033963,0.00007529436735392716
Austria,2020-03-10,1332,Netherlands,1845.1799999999998,382,17134873,0.041383446687708526
Austria,2020-03-10,1332,North Macedonia,67.0,7,2083380,0.00022678348223915894
Austria,2020-03-10,1332,Poland,575.53,22,37846605,0.0003366526626072869
Austria,2020-03-10,1332,Portugal,321.6,41,10196707,0.0013162455295665126
Austria,2020-03-10,1332,Romania,640.52,25,19237682,0.0008374384807186202
Austria,2020-03-10,1332,Serbia,454.25999999999993,5,8737370,0.00026139938643222356
Austria,2020-03-10,1332,Slovakia,116.58,7,5459643,0.0001500077092541648
Austria,2020-03-10,1332,Slovenia,15.409999999999998,31,2078932,0.00023027414401277521
Austria,2020-03-10,1332,Spain,1606.66,1695,46754783,0.059160197051828727
Austria,2020-03-10,1332,Sweden,234.5,424,10099270,0.009936885385850865
Austria,2020-03-10,1332,Switzerland,1019.0700000000002,491,8654618,0.058099433093918657
Austria,2020-03-10,1332,Ukraine,1131.63,1,43733759,0.00002611420720226916
Austria,2020-03-10,1332,United Kingdom,1719.2199999999998,887,67886004,0.022665593750117997
Austria,2020-03-11,1646,Albania,166.16,12,2877800,0.000697998012836292
Austria,2020-03-11,1646,Belarus,165.49,9,9449321,0.0001590238130540364
Austria,2020-03-11,1646,Belgium,537.34,314,11589616,0.014652622137129657
Austria,2020-03-11,1646,Bosnia and Herzegovina,167.5,7,3280815,0.00035896768500639933
Austria,2020-03-11,1646,Bulgaria,156.10999999999999,7,6948445,0.0001585434852639683
Austria,2020-03-11,1646,Croatia,148.74,19,4105268,0.0006904348242603271
Austria,2020-03-11,1646,Czechia,99.16,91,10708982,0.0008451086309832649
Austria,2020-03-11,1646,Denmark,489.09999999999997,442,5792203,0.03756703417835917
Austria,2020-03-11,1646,Estonia,123.95,16,1326539,0.001510554209285098
Austria,2020-03-11,1646,Finland,224.45,59,5540718,0.0024184483505878237
Austria,2020-03-11,1646,France,1431.7900000000002,2281,65273512,0.05040013384907994
Austria,2020-03-11,1646,Germany,7415.559999999999,1908,83783945,0.1696720849715321
Austria,2020-03-11,1646,Greece,549.4,99,10423056,0.005276803797430881
Austria,2020-03-11,1646,Hungary,332.32,13,9660350,0.00044806381805509985
Austria,2020-03-11,1646,Italy,83.08,12462,60461828,0.01725079209312549
Austria,2020-03-11,1646,Kosovo,0,0,1810366,0
Austria,2020-03-11,1646,Latvia,314.9,10,1886202,0.0016843522882509874
Austria,2020-03-11,1646,Luxembourg,198.32,7,625976,0.0022333337625332957
Austria,2020-03-11,1646,Malta,110.55,6,441539,0.0015200999375353413
Austria,2020-03-11,1646,Moldova,67.0,3,4033963,0.00005019624490261811
Austria,2020-03-11,1646,Netherlands,1744.01,503,17134873,0.051512451390566885
Austria,2020-03-11,1646,North Macedonia,150.07999999999998,7,2083380,0.0005084106309201146
Austria,2020-03-11,1646,Norway,582.23,598,5421242,0.06489122944542508
Austria,2020-03-11,1646,Poland,433.49,31,37846605,0.00035684866036021464
Austria,2020-03-11,1646,Portugal,481.73,59,10196707,0.0028341080824101587
Austria,2020-03-11,1646,Romania,410.04,45,19237682,0.0009662719544995759
Austria,2020-03-11,1646,Serbia,333.65999999999997,12,8737370,0.0004609376255955579
Austria,2020-03-11,1646,Slovakia,53.599999999999994,10,5459643,0.00009862180093549695
Austria,2020-03-11,1646,Slovenia,11.389999999999999,57,2078932,0.00031269764327267684
Austria,2020-03-11,1646,Spain,2030.77,2277,46754783,0.10024937118211336
Austria,2020-03-11,1646,Sweden,377.21,620,10099270,0.02338641712196446
Austria,2020-03-11,1646,Switzerland,1110.8600000000001,652,8654618,0.08409047282759867
Austria,2020-03-11,1646,Ukraine,1050.56,1,43733759,0.000024244676609483343
Austria,2020-03-11,1646,United Kingdom,2013.3499999999997,1298,67886004,0.03882258388462069
Austria,2020-03-12,2013,Albania,224.45,23,2877800,0.0018071486616246203
Austria,2020-03-12,2013,Belarus,67.0,12,9449321,0.00008584281363110419
Austria,2020-03-12,2013,Belgium,562.13,314,11589616,0.015324707454007115
Austria,2020-03-12,2013,Bosnia and Herzegovina,67.0,11,3280815,0.00022563682839793695
Austria,2020-03-12,2013,Bulgaria,402.0,7,6948445,0.0004082356453367757
Austria,2020-03-12,2013,Croatia,162.14,19,4105268,0.0007526361597792754
Austria,2020-03-12,2013,Czechia,100.5,94,10708982,0.0008847662369521877
Austria,2020-03-12,2013,Denmark,384.58,615,5792203,0.0411362325614359
Austria,2020-03-12,2013,Estonia,107.2,16,1326539,0.0013083561284215003
Austria,2020-03-12,2013,Finland,123.95,59,5540718,0.0013355610294290964
Austria,2020-03-12,2013,France,1536.3100000000002,2281,65273512,0.05407591995267238
Austria,2020-03-12,2013,Germany,7432.3099999999995,2078,83783945,0.18520388717976205
Austria,2020-03-12,2013,Greece,508.53,99,10423056,0.004882060531970189
Austria,2020-03-12,2013,Hungary,275.37,13,9660350,0.0003714032876938554
Austria,2020-03-12,2013,Ireland,354.43,43,4937796,0.0031231802327211845
Austria,2020-03-12,2013,Italy,228.47,15113,60461828,0.05735179663771024
Austria,2020-03-12,2013,Kosovo,0,0,1810366,0
Austria,2020-03-12,2013,Latvia,214.4,10,1886202,0.0011476405253534783
Austria,2020-03-12,2013,Luxembourg,198.32,19,625976,0.006061904466967043
Austria,2020-03-12,2013,Malta,107.2,6,441539,0.0014740363030645736
Austria,2020-03-12,2013,Netherlands,2381.1799999999994,503,17134873,0.07034098597475606
Austria,2020-03-12,2013,North Macedonia,190.95,7,2083380,0.000646332924381603
Austria,2020-03-12,2013,Poland,446.89000000000004,49,37846605,0.0005816187823431335
Austria,2020-03-12,2013,Portugal,558.78,59,10196707,0.0032823853308568476
Austria,2020-03-12,2013,Romania,384.58,49,19237682,0.0009868181021981007
Austria,2020-03-12,2013,Serbia,273.36,19,8737370,0.0005982781707508474
Austria,2020-03-12,2013,Slovenia,115.24,89,2078932,0.004941021467500792
Austria,2020-03-12,2013,Spain,1544.35,2277,46754783,0.07620530121889502
Austria,2020-03-12,2013,Sweden,253.26,771,10099270,0.019521735384837785
Austria,2020-03-12,2013,Switzerland,936.6600000000001,652,8654618,0.07088537403107836
Austria,2020-03-12,2013,Ukraine,975.52,1,43733759,0.000022523977566410793
Austria,2020-03-12,2013,United Kingdom,2057.5699999999997,1787,67886004,0.05464894463754373
Austria,2020-03-13,2388,Albania,183.57999999999998,33,2877800,0.0021207316609177886
Austria,2020-03-13,2388,Belgium,687.4200000000001,559,11589616,0.03338553096037382
Austria,2020-03-13,2388,Bosnia and Herzegovina,150.07999999999998,13,3280815,0.0005973222192039382
Austria,2020-03-13,2388,Bulgaria,345.72,23,6948445,0.0011534358546150432
Austria,2020-03-13,2388,Croatia,99.16,32,4105268,0.0007752250538928406
Austria,2020-03-13,2388,Czechia,151.42000000000002,141,10708982,0.0020006964704368593
Austria,2020-03-13,2388,Denmark,408.03,801,5792203,0.05686984307139915
Austria,2020-03-13,2388,Finland,83.08,155,5540718,0.002351761203472312
Austria,2020-03-13,2388,France,1640.1599999999999,3661,65273512,0.09265971594003755
Austria,2020-03-13,2388,Germany,8117.049999999997,3675,83783945,0.35772907182731734
Austria,2020-03-13,2388,Greece,433.49,190,10423056,0.007993008204883214
Austria,2020-03-13,2388,Hungary,105.19,19,9660350,0.000207517544315662
Austria,2020-03-13,2388,Ireland,339.02,90,4937796,0.006258665383975813
Austria,2020-03-13,2388,Italy,254.60000000000002,17660,60461828,0.07464130334821939
Austria,2020-03-13,2388,Kosovo,0,0,1810366,0
Austria,2020-03-13,2388,Latvia,333.66,17,1886202,0.0030354248797493447
Austria,2020-03-13,2388,Lithuania,186.26,6,2722291,0.00041378449175351025
Austria,2020-03-13,2388,Luxembourg,198.32,34,625976,0.01085161864355587
Austria,2020-03-13,2388,Malta,221.1,12,441539,0.0060714250687209015
Austria,2020-03-13,2388,Moldova,67.0,6,4033963,0.00010054086944700487
Austria,2020-03-13,2388,Netherlands,2552.0299999999997,804,17134873,0.12055028364855425
Austria,2020-03-13,2388,North Macedonia,167.5,14,2083380,0.0011339173679634899
Austria,2020-03-13,2388,Norway,458.95,996,5421242,0.0851950495798014
Austria,2020-03-13,2388,Poland,425.45,68,37846605,0.0007685033798383461
Austria,2020-03-13,2388,Portugal,704.8399999999999,112,10196707,0.007867612785212977
Austria,2020-03-13,2388,Romania,506.52,89,19237682,0.002359982300736311
Austria,2020-03-13,2388,Serbia,495.12999999999994,35,8737370,0.001995853478669818
Austria,2020-03-13,2388,Slovakia,58.29,32,5459643,0.0003434459844190743
Austria,2020-03-13,2388,Slovenia,103.18,141,2078932,0.007008617553451753
Austria,2020-03-13,2388,Spain,2134.62,5232,46754783,0.24197498687613367
Austria,2020-03-13,2388,Sweden,301.5,923,10099270,0.027850360234320373
Austria,2020-03-13,2388,Switzerland,1163.79,1139,8654618,0.1538786858826904
Austria,2020-03-13,2388,Ukraine,1176.52,3,43733759,0.00008158551521975178
Austria,2020-03-13,2388,United Kingdom,2659.2299999999996,2266,67886004,0.08953809569952162
Austria,2020-03-14,2814,Albania,224.45,38,2877800,0.002981317357335745
Austria,2020-03-14,2814,Belgium,229.80999999999997,689,11589616,0.013763403613226189
Austria,2020-03-14,2814,Bosnia and Herzegovina,83.08,18,3280815,0.0004578376295262051
Austria,2020-03-14,2814,Bulgaria,183.57999999999998,41,6948445,0.0010912610456210183
Austria,2020-03-14,2814,Croatia,99.16,38,4105268,0.0009205797444071823
Austria,2020-03-14,2814,Czechia,8.04,189,10708982,0.00014252592089745875
Austria,2020-03-14,2814,Denmark,781.89,827,5792203,0.11247827535402531
